ProdName,Annotations
"switches and routers Aruba ARUBA 5400R ZL2
SWITCH SERIES","[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 56, 'Series')]"
"ARUBA 3810
SWITCH SERIES Aruba switches and routers","[(0, 24, 'Series'), (25, 30, 'Brand'), (31, 51, 'Category')]"
"switches and routers ARUBA 2930M
SWITCH SERIES Aruba","[(0, 20, 'Category'), (21, 46, 'Series'), (47, 52, 'Brand')]"
"switches and routers ARUBA 2930F
SWITCH SERIES Aruba","[(0, 20, 'Category'), (21, 46, 'Series'), (47, 52, 'Brand')]"
"switches and routers Aruba ARUBA 2540
SWITCH SERIES","[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 51, 'Series')]"
"switches and routers ARUBA 2530
SWITCH SERIES Aruba","[(0, 20, 'Category'), (21, 45, 'Series'), (46, 51, 'Brand')]"
switches and routers ARUBA 9004 SERIES Aruba,"[(0, 20, 'Category'), (21, 38, 'Series'), (39, 44, 'Brand')]"
"switches and routers Aruba ARUBA 7200
SERIES","[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 44, 'Series')]"
"Aruba switches and routers ARUBA 7000
SERIES","[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 44, 'Series')]"
Aruba switches and routers ARUBA INSTANT ON AP11,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 48, 'Series')]"
Aruba switches and routers ARUBA INSTANT ON AP11D,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 49, 'Series')]"
Aruba ARUBA INSTANT ON AP12 switches and routers,"[(0, 5, 'Brand'), (6, 27, 'Series'), (28, 48, 'Category')]"
switches and routers Aruba ARUBA INSTANT ON AP15,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 48, 'Series')]"
switches and routers Aruba ARUBA INSTANT ON AP17,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 48, 'Series')]"
Cisco switches and routers 350 Series Adapter,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 45, 'Series')]"
Cisco switches and routers 350 Series Bridge,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 44, 'Series')]"
Cisco switches and routers 350 Series Access Point,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 50, 'Series')]"
Cisco 350 Series Power switches and routers,"[(0, 5, 'Brand'), (6, 22, 'Series'), (23, 43, 'Category')]"
340 Series Access Point Cisco switches and routers,"[(0, 23, 'Series'), (24, 29, 'Brand'), (30, 50, 'Category')]"
340 Series Access Point Accessory Cisco switches and routers,"[(0, 33, 'Series'), (34, 39, 'Brand'), (40, 60, 'Category')]"
Cisco switches and routers 340 Series Access Point Power,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 56, 'Series')]"
switches and routers Cisco 340 Series Workgroup Bridge and Base Station Power,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 77, 'Series')]"
340 Series Bridge switches and routers Cisco,"[(0, 17, 'Series'), (18, 38, 'Category'), (39, 44, 'Brand')]"
switches and routers Cisco 340 Series Bridge Power,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 50, 'Series')]"
340 Series Bridge Accessory Cisco switches and routers,"[(0, 27, 'Series'), (28, 33, 'Brand'), (34, 54, 'Category')]"
Cisco 4800 Series Access Point switches and routers,"[(0, 5, 'Brand'), (6, 30, 'Series'), (31, 51, 'Category')]"
switches and routers 4800 Series Adapter Cisco,"[(0, 20, 'Category'), (21, 40, 'Series'), (41, 46, 'Brand')]"
switches and routers Cisco VPN 5000 Concentrator Cisco,"[(0, 20, 'Category'), (21, 48, 'Series'), (49, 54, 'Brand')]"
Cisco switches and routers Cisco VPN 5000 Encryption Service Processor (ESP),"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 76, 'Series')]"
switches and routers Cisco VPN 5000 Series Power Supply Spares and Options Cisco,"[(0, 20, 'Category'), (21, 74, 'Series'), (75, 80, 'Brand')]"
Cisco VPN 5000 Series Software Spares and Options switches and routers Cisco,"[(0, 49, 'Series'), (50, 70, 'Category'), (71, 76, 'Brand')]"
switches and routers Cisco VPN 3000 Series Products Cisco,"[(0, 20, 'Category'), (21, 51, 'Series'), (52, 57, 'Brand')]"
CVPN 3002 Series Products switches and routers Cisco,"[(0, 25, 'Series'), (26, 46, 'Category'), (47, 52, 'Brand')]"
CVPN 3005 Series Products switches and routers Cisco,"[(0, 25, 'Series'), (26, 46, 'Category'), (47, 52, 'Brand')]"
CVPN 3015 Series Products switches and routers Cisco,"[(0, 25, 'Series'), (26, 46, 'Category'), (47, 52, 'Brand')]"
Cisco switches and routers CVPN 3030 Series Products,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 52, 'Series')]"
Cisco switches and routers CVPN 3060 Series Products,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 52, 'Series')]"
Cisco CVPN 3000CMN Products switches and routers,"[(0, 5, 'Brand'), (6, 27, 'Series'), (28, 48, 'Category')]"
switches and routers Cisco CVPN 3000 Series Accessories,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 55, 'Series')]"
CVPN 3000 Client Software switches and routers Cisco,"[(0, 25, 'Series'), (26, 46, 'Category'), (47, 52, 'Brand')]"
Cisco switches and routers CVPN 3000 Software Relicensing for Used Equipment,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 76, 'Series')]"
Catalyst 6000 Cisco switches and routers,"[(0, 13, 'Series'), (14, 19, 'Brand'), (20, 40, 'Category')]"
Cisco switches and routers Catalyst 6xxx - Base Configuration,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 61, 'Series')]"
Catalyst 6xxx Supervisor Engines Cisco switches and routers,"[(0, 32, 'Series'), (33, 38, 'Brand'), (39, 59, 'Category')]"
Catalyst 6xxx Modules Cisco switches and routers,"[(0, 21, 'Series'), (22, 27, 'Brand'), (28, 48, 'Category')]"
Catalyst 6xxx Memory Options Cisco switches and routers,"[(0, 28, 'Series'), (29, 34, 'Brand'), (35, 55, 'Category')]"
Cisco switches and routers Catalyst 6xxx Spares and Accessories,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 63, 'Series')]"
switches and routers Cisco Catalyst 6xxx Licenses,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 49, 'Series')]"
Cisco switches and routers Cisco AS5300 Access Server & AS5300/Voice Gateway,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 76, 'Series')]"
"Cisco AS5300 Modem Bundles (Need to order Chassis, IOS,MMTL, etc.) switches and routers","[(0, 5, 'Brand'), (6, 66, 'Series'), (67, 87, 'Category')]"
"Cisco AS5300 Voice Bundles (Need to order Chassis,Voice IOS, etc.) switches and routers","[(0, 5, 'Brand'), (6, 66, 'Series'), (67, 87, 'Category')]"
"AS5300/Voice Gateway Systems (Inc.Chassis,Voice Cards, IOS.) switches and routers Cisco","[(0, 60, 'Series'), (61, 81, 'Category'), (82, 87, 'Brand')]"
Cisco Cisco AS5300 Memory Options & Spares switches and routers,"[(0, 5, 'Brand'), (6, 42, 'Series'), (43, 63, 'Category')]"
Cisco AS5300 Series Cables Cisco switches and routers,"[(0, 26, 'Series'), (27, 32, 'Brand'), (33, 53, 'Category')]"
Catalyst 5000 switches and routers Cisco,"[(0, 13, 'Series'), (14, 34, 'Category'), (35, 40, 'Brand')]"
Catalyst 5000 - Base Configuration Cisco switches and routers,"[(0, 34, 'Series'), (35, 40, 'Brand'), (41, 61, 'Category')]"
switches and routers Catalyst 5500 - Base Configuration Cisco,"[(0, 20, 'Category'), (21, 55, 'Series'), (56, 61, 'Brand')]"
Cisco Catalyst 5505 - Base Configuration switches and routers,"[(0, 5, 'Brand'), (6, 40, 'Series'), (41, 61, 'Category')]"
Catalyst 5509 - Base Configuration Cisco switches and routers,"[(0, 34, 'Series'), (35, 40, 'Brand'), (41, 61, 'Category')]"
Cisco switches and routers Catalyst 5000 Supervisor Modules,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 59, 'Series')]"
Catalyst 5000 Supervisor III Uplink Module Options switches and routers Cisco,"[(0, 50, 'Series'), (51, 71, 'Category'), (72, 77, 'Brand')]"
switches and routers Cisco Catalyst 5000 Supervisor III Flash Memory Options,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 76, 'Series')]"
Cisco Modules for the Catalyst 5000 switches and routers,"[(0, 5, 'Brand'), (6, 35, 'Series'), (36, 56, 'Category')]"
Cisco switches and routers Cables for the Catalyst 5000 TR Switch Module,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 72, 'Series')]"
Cisco switches and routers Catalyst 5000 Route Switch Module (RSM),"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 66, 'Series')]"
Catalyst 5000 Route Switch Module Cables switches and routers Cisco,"[(0, 40, 'Series'), (41, 61, 'Category'), (62, 67, 'Brand')]"
switches and routers Catalyst 5000 Route Switch Module Memory Options Cisco,"[(0, 20, 'Category'), (21, 69, 'Series'), (70, 75, 'Brand')]"
switches and routers Cisco Access Server 2500 Series Product Cisco,"[(0, 20, 'Category'), (21, 60, 'Series'), (61, 66, 'Brand')]"
Cisco Access Server (2509-2512) Series Products Cisco switches and routers,"[(0, 47, 'Series'), (48, 53, 'Brand'), (54, 74, 'Category')]"
switches and routers Cisco Access Server (2509 - 2512) Memory Options Cisco,"[(0, 20, 'Category'), (21, 69, 'Series'), (70, 75, 'Brand')]"
Cisco Cisco Access Server (2509 - 2512)Cable Accessories switches and routers,"[(0, 5, 'Brand'), (6, 56, 'Series'), (57, 77, 'Category')]"
Cisco switches and routers Cisco Access Server (2509 - 2512)Options and Cables,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 78, 'Series')]"
switches and routers CiscoSecure ACS Cisco,"[(0, 20, 'Category'), (21, 36, 'Series'), (37, 42, 'Brand')]"
switches and routers Cisco Cisco 4000 Series Products,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 53, 'Series')]"
Cisco switches and routers Cisco 4000 Serial Transition Cables for NP-4T and NP-2T16S,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 85, 'Series')]"
MFG MODEL switches and routers,"[(0, 3, 'Brand'), (4, 9, 'Series'), (10, 30, 'Category')]"
Cisco switches and routers Cisco 4000 Series Octal Cables for NP-2T16S,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 70, 'Series')]"
"Cisco Cisco 4000 Series Cables for NP-CE1B, CE1U and CT1 switches and routers","[(0, 5, 'Brand'), (6, 56, 'Series'), (57, 77, 'Category')]"
Cisco switches and routers Cisco 4000 Series Cables for NP-4GB and NP-4GU,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 73, 'Series')]"
Cisco 4000 Series ATM Cables Cisco switches and routers,"[(0, 28, 'Series'), (29, 34, 'Brand'), (35, 55, 'Category')]"
Cisco 4000 Series Serial Interface Cables switches and routers Cisco,"[(0, 41, 'Series'), (42, 62, 'Category'), (63, 68, 'Brand')]"
Cisco Catalyst 4200 switches and routers,"[(0, 5, 'Brand'), (6, 19, 'Series'), (20, 40, 'Category')]"
switches and routers Catalyst 4224 Cisco,"[(0, 20, 'Category'), (21, 34, 'Series'), (35, 40, 'Brand')]"
switches and routers Catalyst 4224 Supported Voice Interface Cards Cisco,"[(0, 20, 'Category'), (21, 66, 'Series'), (67, 72, 'Brand')]"
Cisco switches and routers Catalyst 4224 Supported Multiflex Voice / WAN interface Card,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 87, 'Series')]"
switches and routers Catalyst 4224 Supported WAN Interface Cards Cisco,"[(0, 20, 'Category'), (21, 64, 'Series'), (65, 70, 'Brand')]"
Catalyst 4000 switches and routers Cisco,"[(0, 13, 'Series'), (14, 34, 'Category'), (35, 40, 'Brand')]"
Catalyst 4000 - Base Configuration switches and routers Cisco,"[(0, 34, 'Series'), (35, 55, 'Category'), (56, 61, 'Brand')]"
Catalyst 4000 Modules Cisco switches and routers,"[(0, 21, 'Series'), (22, 27, 'Brand'), (28, 48, 'Category')]"
switches and routers Cisco Catalyst 4000 Memory Options,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 55, 'Series')]"
Cisco 3600 Series Products switches and routers Cisco,"[(0, 26, 'Series'), (27, 47, 'Category'), (48, 53, 'Brand')]"
switches and routers Cisco Cisco 3660 Series Data Compression AIM for the 3660,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 78, 'Series')]"
Cisco Advanced Integration Module (AIM) for the Cisco 3660 Series switches and routers,"[(0, 5, 'Brand'), (6, 65, 'Series'), (66, 86, 'Category')]"
Cisco Cisco 3600 Series Bundles switches and routers,"[(0, 5, 'Brand'), (6, 31, 'Series'), (32, 52, 'Category')]"
switches and routers Cisco 3600 Series VPN Bundles Cisco,"[(0, 20, 'Category'), (21, 50, 'Series'), (51, 56, 'Brand')]"
switches and routers Cisco Cisco 3600 Series Network Modules,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 60, 'Series')]"
Cisco 3600 Series Expansion Modules switches and routers Cisco,"[(0, 35, 'Series'), (36, 56, 'Category'), (57, 62, 'Brand')]"
Cisco 3600 Series Voice Interface Cards Cisco switches and routers,"[(0, 39, 'Series'), (40, 45, 'Brand'), (46, 66, 'Category')]"
switches and routers Cisco 3600 Series WAN Interface Cards Cisco,"[(0, 20, 'Category'), (21, 58, 'Series'), (59, 64, 'Brand')]"
switches and routers Cisco 3600 Series Memory Options Cisco,"[(0, 20, 'Category'), (21, 53, 'Series'), (54, 59, 'Brand')]"
switches and routers MIX card for Cisco 3660 Series Routers Cisco,"[(0, 20, 'Category'), (21, 59, 'Series'), (60, 65, 'Brand')]"
switches and routers Cisco 3600 Series Options & Spares Cisco,"[(0, 20, 'Category'), (21, 55, 'Series'), (56, 61, 'Brand')]"
Cisco 3600 Series Cables switches and routers Cisco,"[(0, 24, 'Series'), (25, 45, 'Category'), (46, 51, 'Brand')]"
Cables for WIC-2T and 2A/S switches and routers Cisco,"[(0, 26, 'Series'), (27, 47, 'Category'), (48, 53, 'Brand')]"
Catalyst 3500 XL Series switches and routers Cisco,"[(0, 23, 'Series'), (24, 44, 'Category'), (45, 50, 'Brand')]"
Cisco Catalyst 3500 Series XL Workgroup Switches switches and routers,"[(0, 5, 'Brand'), (6, 48, 'Series'), (49, 69, 'Category')]"
switches and routers Cisco Cables for the Catalyst 3500 XL,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 58, 'Series')]"
Cisco GBICs for the Catalyst 3500 XL switches and routers,"[(0, 5, 'Brand'), (6, 36, 'Series'), (37, 57, 'Category')]"
Cisco switches and routers Accessories for the Catalyst 3500 XL,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 63, 'Series')]"
switches and routers Cisco RPS for the Catalyst 3500 XL,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 55, 'Series')]"
Catalyst 3550 Series switches and routers Cisco,"[(0, 20, 'Series'), (21, 41, 'Category'), (42, 47, 'Brand')]"
Catalyst 3550 Series Workgroup Switches switches and routers Cisco,"[(0, 39, 'Series'), (40, 60, 'Category'), (61, 66, 'Brand')]"
switches and routers GBICs for the Catalyst 3550 Cisco,"[(0, 20, 'Category'), (21, 48, 'Series'), (49, 54, 'Brand')]"
Cables for the Catalyst 3550 switches and routers Cisco,"[(0, 28, 'Series'), (29, 49, 'Category'), (50, 55, 'Brand')]"
switches and routers RPS for the Catalyst 3550 Cisco,"[(0, 20, 'Category'), (21, 46, 'Series'), (47, 52, 'Brand')]"
Cisco Spare Rack Mount Kits for the Catalyst 3550 switches and routers,"[(0, 5, 'Brand'), (6, 49, 'Series'), (50, 70, 'Category')]"
Cisco Catalyst 2950 switches and routers,"[(0, 5, 'Brand'), (6, 19, 'Series'), (20, 40, 'Category')]"
Cisco Catalyst 2950 Workgroup Switches switches and routers,"[(0, 5, 'Brand'), (6, 38, 'Series'), (39, 59, 'Category')]"
GBICs for the Catalyst 2950 switches and routers Cisco,"[(0, 27, 'Series'), (28, 48, 'Category'), (49, 54, 'Brand')]"
Cisco Cables for the Catalyst 2950 switches and routers,"[(0, 5, 'Brand'), (6, 34, 'Series'), (35, 55, 'Category')]"
Cisco RPS for the Catalyst 2950 switches and routers,"[(0, 5, 'Brand'), (6, 31, 'Series'), (32, 52, 'Category')]"
Cisco switches and routers Catalyst 2900,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 40, 'Series')]"
Catalyst 2900 Workgroup Switches switches and routers Cisco,"[(0, 32, 'Series'), (33, 53, 'Category'), (54, 59, 'Brand')]"
Modules for the Catalyst 2900 Cisco switches and routers,"[(0, 29, 'Series'), (30, 35, 'Brand'), (36, 56, 'Category')]"
switches and routers Cisco Catalyst 2900 XL Workgroup Switches,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 62, 'Series')]"
Cisco Modules for the Catalyst 2900 XL switches and routers,"[(0, 5, 'Brand'), (6, 38, 'Series'), (39, 59, 'Category')]"
Cisco Catalyst 2900 LRE switches and routers,"[(0, 5, 'Brand'), (6, 23, 'Series'), (24, 44, 'Category')]"
switches and routers Catalyst 2900 LRE Switches Cisco,"[(0, 20, 'Category'), (21, 47, 'Series'), (48, 53, 'Brand')]"
CPEs for LRE switches and routers Cisco,"[(0, 12, 'Series'), (13, 33, 'Category'), (34, 39, 'Brand')]"
POTS Splitter for LRE Cisco switches and routers,"[(0, 21, 'Series'), (22, 27, 'Brand'), (28, 48, 'Category')]"
Cisco Cables for Catalyst 2900 LRE switches and routers,"[(0, 5, 'Brand'), (6, 34, 'Series'), (35, 55, 'Category')]"
Cisco Catalyst 2820 switches and routers,"[(0, 5, 'Brand'), (6, 19, 'Series'), (20, 40, 'Category')]"
Catalyst 2820 Workgroup Switches Cisco switches and routers,"[(0, 32, 'Series'), (33, 38, 'Brand'), (39, 59, 'Category')]"
switches and routers Cisco Modules for the Catalyst 2820,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 56, 'Series')]"
Cisco 2600 Series Products switches and routers Cisco,"[(0, 26, 'Series'), (27, 47, 'Category'), (48, 53, 'Brand')]"
Cisco Cisco 2600 Series Supported Network Modules switches and routers,"[(0, 5, 'Brand'), (6, 49, 'Series'), (50, 70, 'Category')]"
Cisco switches and routers Cisco 2600 Voice/Fax Network Modules,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 63, 'Series')]"
Cisco switches and routers Cisco 2600 Voice/Fax Interface Card for Voice/Fax Modules,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 84, 'Series')]"
Cisco switches and routers Cisco 2600 Multiflex Voice / WAN interface Cards,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 75, 'Series')]"
Cisco switches and routers Cisco 2600 Series Supported WAN Interface Cards,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 74, 'Series')]"
Cisco WAN Interface Cards for the Cisco 2600 switches and routers,"[(0, 5, 'Brand'), (6, 44, 'Series'), (45, 65, 'Category')]"
Cisco switches and routers Advanced Integration Module (AIM) for the Cisco 2600 Series,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 86, 'Series')]"
"Cables for NM-4A/S, NM-8A/S and WIC-1T Cisco switches and routers","[(0, 38, 'Series'), (39, 44, 'Brand'), (45, 65, 'Category')]"
"Cisco 2600 Series Cables for NM-16A, and NM-32A switches and routers Cisco","[(0, 47, 'Series'), (48, 68, 'Category'), (69, 74, 'Brand')]"
switches and routers Cisco Cables for the 1/2 port PRI Network Modules,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 70, 'Series')]"
Cables color coded for LAN and WAN connections Cisco switches and routers,"[(0, 46, 'Series'), (47, 52, 'Brand'), (53, 73, 'Category')]"
Cisco Cables for WIC-2T and 2A/S switches and routers,"[(0, 5, 'Brand'), (6, 32, 'Series'), (33, 53, 'Category')]"
Cisco switches and routers Cisco 2600 Series VPN Bundles,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 56, 'Series')]"
Cisco 2600 LAT Terminal Licenses Cisco switches and routers,"[(0, 32, 'Series'), (33, 38, 'Brand'), (39, 59, 'Category')]"
Cisco Cisco 2600 Series Factory DRAM Memory Upgrades switches and routers,"[(0, 5, 'Brand'), (6, 52, 'Series'), (53, 73, 'Category')]"
Cisco Cisco 2600 Series Factory Flash Memory Upgrades switches and routers,"[(0, 5, 'Brand'), (6, 53, 'Series'), (54, 74, 'Category')]"
switches and routers Cisco 2600 Series Memory Spares Cisco,"[(0, 20, 'Category'), (21, 52, 'Series'), (53, 58, 'Brand')]"
switches and routers Cisco Cisco 2600 Series Spares - Power Supplies and Other,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 78, 'Series')]"
Cisco 2500 Series Products switches and routers Cisco,"[(0, 26, 'Series'), (27, 47, 'Category'), (48, 53, 'Brand')]"
Cisco 2500 Routers with IP Software Cisco switches and routers,"[(0, 35, 'Series'), (36, 41, 'Brand'), (42, 62, 'Category')]"
"switches and routers Cisco 2500 Series (all but 2517, 2518, 2519) Memory Options Cisco","[(0, 20, 'Category'), (21, 80, 'Series'), (81, 86, 'Brand')]"
Cisco 2500 Series Memory Options switches and routers Cisco,"[(0, 32, 'Series'), (33, 53, 'Category'), (54, 59, 'Brand')]"
Cisco 2500 Series Options and Accessories Cisco switches and routers,"[(0, 41, 'Series'), (42, 47, 'Brand'), (48, 68, 'Category')]"
switches and routers Cisco 2500 Series Power Supply Options Cisco,"[(0, 20, 'Category'), (21, 59, 'Series'), (60, 65, 'Brand')]"
switches and routers Cisco Catalyst 1900,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 40, 'Series')]"
switches and routers Cisco Catalyst 1900 Workgroup Switches,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 59, 'Series')]"
Cisco 1700 Series Modular Access Routers Cisco switches and routers,"[(0, 40, 'Series'), (41, 46, 'Brand'), (47, 67, 'Category')]"
Cisco Cisco 1700 Series WAN Interface Cards switches and routers,"[(0, 5, 'Brand'), (6, 43, 'Series'), (44, 64, 'Category')]"
switches and routers Cisco Cisco 175X Voice/Fax Interface Cards,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 63, 'Series')]"
Cisco 1700 Series Memory Options Cisco switches and routers,"[(0, 32, 'Series'), (33, 38, 'Brand'), (39, 59, 'Category')]"
switches and routers Cisco Cables for WIC-2T and WIC-2A/S *,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 59, 'Series')]"
Cisco Cables for WIC-1T switches and routers,"[(0, 5, 'Brand'), (6, 23, 'Series'), (24, 44, 'Category')]"
switches and routers Cables Color Coded for LAN and WAN Connections Cisco,"[(0, 20, 'Category'), (21, 67, 'Series'), (68, 73, 'Brand')]"
Cisco Cisco 1700 Series Spares and Accessories switches and routers,"[(0, 5, 'Brand'), (6, 46, 'Series'), (47, 67, 'Category')]"
switches and routers Cisco 1600 Series Products Cisco,"[(0, 20, 'Category'), (21, 47, 'Series'), (48, 53, 'Brand')]"
switches and routers Cisco New Cisco 1600 R Routers with IP Software,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 68, 'Series')]"
switches and routers Cisco 1600 R Memory Options: Cisco,"[(0, 20, 'Category'), (21, 49, 'Series'), (50, 55, 'Brand')]"
Cisco switches and routers Cisco 1600 Routers Memory Options:,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 61, 'Series')]"
Cisco 1600 Options and Cables - All Models Cisco switches and routers,"[(0, 42, 'Series'), (43, 48, 'Brand'), (49, 69, 'Category')]"
switches and routers Cisco 1600 Cables - Model 1601 and Serial WAN Interface Card Cisco,"[(0, 20, 'Category'), (21, 81, 'Series'), (82, 87, 'Brand')]"
Cisco switches and routers Cisco 1500 Series Products,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 53, 'Series')]"
switches and routers Cisco 800 Series Products Cisco,"[(0, 20, 'Category'), (21, 46, 'Series'), (47, 52, 'Brand')]"
Cisco 800 Series Memory Options Cisco switches and routers,"[(0, 31, 'Series'), (32, 37, 'Brand'), (38, 58, 'Category')]"
Cisco switches and routers Cisco 800 Series Cables,"[(0, 5, 'Brand'), (6, 26, 'Category'), (27, 50, 'Series')]"
FastHub 400 switches and routers Cisco,"[(0, 11, 'Series'), (12, 32, 'Category'), (33, 38, 'Brand')]"
switches and routers Cisco FastHub 400 Series Repeaters & Modules,"[(0, 20, 'Category'), (21, 26, 'Brand'), (27, 65, 'Series')]"
