ProdName,Annotations
Portable Hard Drive USB 3.0 USB 2.0 HardDisk Seagate 2 TB,"[(0, 19, 'Type'), (20, 35, 'Connectivity'), (36, 44, 'Category'), (45, 52, 'Brand'), (53, 57, 'Capacity')]"
HardDisk Portable Hard Drive 1 TB Seagate USB 3.0 USB 2.0,"[(0, 8, 'Category'), (9, 28, 'Type'), (29, 33, 'Capacity'), (34, 41, 'Brand'), (42, 57, 'Connectivity')]"
Seagate USB 2.0 USB 3.0 HardDisk Portable Hard Drive 500 GB,"[(0, 7, 'Brand'), (8, 23, 'Connectivity'), (24, 32, 'Category'), (33, 52, 'Type'), (53, 59, 'Capacity')]"
Seagate 500 GB HardDisk USB 2.0 USB 3.0 Portable Hard Drive,"[(0, 7, 'Brand'), (8, 14, 'Capacity'), (15, 23, 'Category'), (24, 39, 'Connectivity'), (40, 59, 'Type')]"
Seagate USB 3.0 USB 2.0 Portable Hard Drive HardDisk 5 TB,"[(0, 7, 'Brand'), (8, 23, 'Connectivity'), (24, 43, 'Type'), (44, 52, 'Category'), (53, 57, 'Capacity')]"
HardDisk Portable Hard Drive 1 TB USB 3.0 USB 2.0 Seagate,"[(0, 8, 'Category'), (9, 28, 'Type'), (29, 33, 'Capacity'), (34, 49, 'Connectivity'), (50, 57, 'Brand')]"
Toshiba USB 2.0 USB 3.0 1 TB HardDisk Portable Hard Drive,"[(0, 7, 'Brand'), (8, 23, 'Connectivity'), (24, 28, 'Capacity'), (29, 37, 'Category'), (38, 57, 'Type')]"
USB 3.0 Portable Hard Drive HardDisk 1 TB WD,"[(0, 7, 'Connectivity'), (8, 27, 'Type'), (28, 36, 'Category'), (37, 41, 'Capacity'), (42, 44, 'Brand')]"
USB 3.0 USB 2.0 Lenovo HardDisk 2 TB Portable Hard Drive,"[(0, 15, 'Connectivity'), (16, 22, 'Brand'), (23, 31, 'Category'), (32, 36, 'Capacity'), (37, 56, 'Type')]"
3 TB USB 2.0 USB 3.0 Seagate Portable Hard Drive HardDisk,"[(0, 4, 'Capacity'), (5, 20, 'Connectivity'), (21, 28, 'Brand'), (29, 48, 'Type'), (49, 57, 'Category')]"
Portable Hard Drive HardDisk 5 TB Seagate USB 3.0 USB 2.0,"[(0, 19, 'Type'), (20, 28, 'Category'), (29, 33, 'Capacity'), (34, 41, 'Brand'), (42, 57, 'Connectivity')]"
500 GB USB 2.0 USB 3.0 Seagate HardDisk Portable Hard Drive,"[(0, 6, 'Capacity'), (7, 22, 'Connectivity'), (23, 30, 'Brand'), (31, 39, 'Category'), (40, 59, 'Type')]"
USB 3.0 USB 2.0 HardDisk Portable Hard Drive 2 TB WD,"[(0, 15, 'Connectivity'), (16, 24, 'Category'), (25, 44, 'Type'), (45, 49, 'Capacity'), (50, 52, 'Brand')]"
Portable Hard Drive HardDisk 2 TB USB 3.0 USB 2.0 WD,"[(0, 19, 'Type'), (20, 28, 'Category'), (29, 33, 'Capacity'), (34, 49, 'Connectivity'), (50, 52, 'Brand')]"
Portable Hard Drive 250 GB USB 3.0 HardDisk TCOS,"[(0, 19, 'Type'), (20, 26, 'Capacity'), (27, 34, 'Connectivity'), (35, 43, 'Category'), (44, 48, 'Brand')]"
Portable Hard Drive HardDisk 1 TB WD USB 3.0 USB 2.0,"[(0, 19, 'Type'), (20, 28, 'Category'), (29, 33, 'Capacity'), (34, 36, 'Brand'), (37, 52, 'Connectivity')]"
500 GB SanDisk HardDisk Portable Hard Drive USB 3.1,"[(0, 6, 'Capacity'), (7, 14, 'Brand'), (15, 23, 'Category'), (24, 43, 'Type'), (44, 51, 'Connectivity')]"
2 TB USB 3.0 USB 2.0 HardDisk Portable Hard Drive Seagate,"[(0, 4, 'Capacity'), (5, 20, 'Connectivity'), (21, 29, 'Category'), (30, 49, 'Type'), (50, 57, 'Brand')]"
Portable Hard Drive SanDisk USB 3.1 1 TB HardDisk,"[(0, 19, 'Type'), (20, 27, 'Brand'), (28, 35, 'Connectivity'), (36, 40, 'Capacity'), (41, 49, 'Category')]"
Seagate 4 TB HardDisk Portable Hard Drive USB 3.0 USB 2.0,"[(0, 7, 'Brand'), (8, 12, 'Capacity'), (13, 21, 'Category'), (22, 41, 'Type'), (42, 57, 'Connectivity')]"
WD Portable Hard Drive USB 3.0 USB 3.1 USB 2.0 HardDisk 256 GB,"[(0, 2, 'Brand'), (3, 22, 'Type'), (23, 46, 'Connectivity'), (47, 55, 'Category'), (56, 62, 'Capacity')]"
1 TB Portable Hard Drive USB 3.1 HardDisk Samsung,"[(0, 4, 'Capacity'), (5, 24, 'Type'), (25, 32, 'Connectivity'), (33, 41, 'Category'), (42, 49, 'Brand')]"
Samsung HardDisk 1 TB USB 3.1 Portable Hard Drive,"[(0, 7, 'Brand'), (8, 16, 'Category'), (17, 21, 'Capacity'), (22, 29, 'Connectivity'), (30, 49, 'Type')]"
CONSISTENT HardDisk Portable Hard Drive USB 3.0 500 GB,"[(0, 10, 'Brand'), (11, 19, 'Category'), (20, 39, 'Type'), (40, 47, 'Connectivity'), (48, 54, 'Capacity')]"
Portable Hard Drive USB 3.1 ADATA 1 TB HardDisk,"[(0, 19, 'Type'), (20, 27, 'Connectivity'), (28, 33, 'Brand'), (34, 38, 'Capacity'), (39, 47, 'Category')]"
HardDisk WD Portable Hard Drive USB 3.0 USB 3.1 USB 2.0 1 TB,"[(0, 8, 'Category'), (9, 11, 'Brand'), (12, 31, 'Type'), (32, 55, 'Connectivity'), (56, 60, 'Capacity')]"
1 TB HardDisk Portable Hard Drive USB 3.0 Transcend,"[(0, 4, 'Capacity'), (5, 13, 'Category'), (14, 33, 'Type'), (34, 41, 'Connectivity'), (42, 51, 'Brand')]"
512 GB WD HardDisk Portable Hard Drive USB 3.0 USB 3.1 USB 2.0,"[(0, 6, 'Capacity'), (7, 9, 'Brand'), (10, 18, 'Category'), (19, 38, 'Type'), (39, 62, 'Connectivity')]"
2 TB Transcend Portable Hard Drive USB 3.1 HardDisk,"[(0, 4, 'Capacity'), (5, 14, 'Brand'), (15, 34, 'Type'), (35, 42, 'Connectivity'), (43, 51, 'Category')]"
WD 12 TB HardDisk USB 3.0 USB 3.1 Desktop Hard Drive,"[(0, 2, 'Brand'), (3, 8, 'Capacity'), (9, 17, 'Category'), (18, 33, 'Connectivity'), (34, 52, 'Type')]"
USB 3.1 Portable Hard Drive HardDisk 500 GB Samsung,"[(0, 7, 'Connectivity'), (8, 27, 'Type'), (28, 36, 'Category'), (37, 43, 'Capacity'), (44, 51, 'Brand')]"
HardDisk USB 3.0 TCOS 320 GB Portable Hard Drive,"[(0, 8, 'Category'), (9, 16, 'Connectivity'), (17, 21, 'Brand'), (22, 28, 'Capacity'), (29, 48, 'Type')]"
Seagate Portable Hard Drive 1 TB HardDisk USB 2.0 USB 3.0,"[(0, 7, 'Brand'), (8, 27, 'Type'), (28, 32, 'Capacity'), (33, 41, 'Category'), (42, 57, 'Connectivity')]"
512 GB ADATA USB 3.1 Portable Hard Drive HardDisk,"[(0, 6, 'Capacity'), (7, 12, 'Brand'), (13, 20, 'Connectivity'), (21, 40, 'Type'), (41, 49, 'Category')]"
Portable Hard Drive WD 1 TB USB 3.0 HardDisk,"[(0, 19, 'Type'), (20, 22, 'Brand'), (23, 27, 'Capacity'), (28, 35, 'Connectivity'), (36, 44, 'Category')]"
2 TB HardDisk USB 3.0 USB 2.0 Portable Hard Drive WD,"[(0, 4, 'Capacity'), (5, 13, 'Category'), (14, 29, 'Connectivity'), (30, 49, 'Type'), (50, 52, 'Brand')]"
TCOS USB 3.0 Portable Hard Drive HardDisk 250 GB,"[(0, 4, 'Brand'), (5, 12, 'Connectivity'), (13, 32, 'Type'), (33, 41, 'Category'), (42, 48, 'Capacity')]"
USB 2.0 1 TB ADATA Portable Hard Drive HardDisk,"[(0, 7, 'Connectivity'), (8, 12, 'Capacity'), (13, 18, 'Brand'), (19, 38, 'Type'), (39, 47, 'Category')]"
HardDisk 256 GB WD USB 3.0 USB 3.1 USB 2.0 Portable Hard Drive,"[(0, 8, 'Category'), (9, 15, 'Capacity'), (16, 18, 'Brand'), (19, 42, 'Connectivity'), (43, 62, 'Type')]"
Portable Hard Drive 2 TB Toshiba HardDisk USB 3.0 USB 2.0,"[(0, 19, 'Type'), (20, 24, 'Capacity'), (25, 32, 'Brand'), (33, 41, 'Category'), (42, 57, 'Connectivity')]"
Portable Hard Drive HardDisk WD USB 3.0 USB 3.1 USB 2.0 512 GB,"[(0, 19, 'Type'), (20, 28, 'Category'), (29, 31, 'Brand'), (32, 55, 'Connectivity'), (56, 62, 'Capacity')]"
USB 3.1 HardDisk 250 GB Portable Hard Drive SanDisk,"[(0, 7, 'Connectivity'), (8, 16, 'Category'), (17, 23, 'Capacity'), (24, 43, 'Type'), (44, 51, 'Brand')]"
USB 3.0 WD Desktop Hard Drive HardDisk 4 TB,"[(0, 7, 'Connectivity'), (8, 10, 'Brand'), (11, 29, 'Type'), (30, 38, 'Category'), (39, 43, 'Capacity')]"
USB 2.0 USB 3.0 WD Portable Hard Drive HardDisk 4 TB,"[(0, 15, 'Connectivity'), (16, 18, 'Brand'), (19, 38, 'Type'), (39, 47, 'Category'), (48, 52, 'Capacity')]"
USB 3.0 USB 2.0 WD Portable Hard Drive HardDisk 2 TB,"[(0, 15, 'Connectivity'), (16, 18, 'Brand'), (19, 38, 'Type'), (39, 47, 'Category'), (48, 52, 'Capacity')]"
5 TB USB 3.0 USB 2.0 Portable Hard Drive HardDisk Seagate,"[(0, 4, 'Capacity'), (5, 20, 'Connectivity'), (21, 40, 'Type'), (41, 49, 'Category'), (50, 57, 'Brand')]"
WD USB 3.0 USB 2.0 Portable Hard Drive 2 TB HardDisk,"[(0, 2, 'Brand'), (3, 18, 'Connectivity'), (19, 38, 'Type'), (39, 43, 'Capacity'), (44, 52, 'Category')]"
USB 2.0 USB 3.0 HardDisk Seagate 500 GB Portable Hard Drive,"[(0, 15, 'Connectivity'), (16, 24, 'Category'), (25, 32, 'Brand'), (33, 39, 'Capacity'), (40, 59, 'Type')]"
WD 4 TB USB 3.0 USB 2.0 Portable Hard Drive HardDisk,"[(0, 2, 'Brand'), (3, 7, 'Capacity'), (8, 23, 'Connectivity'), (24, 43, 'Type'), (44, 52, 'Category')]"
Portable Hard Drive HardDisk ADATA USB 3.1 512 GB,"[(0, 19, 'Type'), (20, 28, 'Category'), (29, 34, 'Brand'), (35, 42, 'Connectivity'), (43, 49, 'Capacity')]"
Portable Hard Drive USB 3.1 HardDisk 1 TB ADATA,"[(0, 19, 'Type'), (20, 27, 'Connectivity'), (28, 36, 'Category'), (37, 41, 'Capacity'), (42, 47, 'Brand')]"
2 TB USB 3.0 Transcend HardDisk Portable Hard Drive,"[(0, 4, 'Capacity'), (5, 12, 'Connectivity'), (13, 22, 'Brand'), (23, 31, 'Category'), (32, 51, 'Type')]"
HardDisk ADATA Portable Hard Drive 512 GB USB 3.1,"[(0, 8, 'Category'), (9, 14, 'Brand'), (15, 34, 'Type'), (35, 41, 'Capacity'), (42, 49, 'Connectivity')]"
HardDisk Portable Hard Drive USB 3.0 2 TB Toshiba,"[(0, 8, 'Category'), (9, 28, 'Type'), (29, 36, 'Connectivity'), (37, 41, 'Capacity'), (42, 49, 'Brand')]"
Portable Hard Drive 1 TB USB 3.1 ADATA HardDisk,"[(0, 19, 'Type'), (20, 24, 'Capacity'), (25, 32, 'Connectivity'), (33, 38, 'Brand'), (39, 47, 'Category')]"
USB 3.1 HardDisk Portable Hard Drive ADATA 256 GB,"[(0, 7, 'Connectivity'), (8, 16, 'Category'), (17, 36, 'Type'), (37, 42, 'Brand'), (43, 49, 'Capacity')]"
Sony HardDisk Portable Hard Drive 128 GB USB 3.0,"[(0, 4, 'Brand'), (5, 13, 'Category'), (14, 33, 'Type'), (34, 40, 'Capacity'), (41, 48, 'Connectivity')]"
USB 3.0 Verbatim 1 TB Portable Hard Drive HardDisk,"[(0, 7, 'Connectivity'), (8, 16, 'Brand'), (17, 21, 'Capacity'), (22, 41, 'Type'), (42, 50, 'Category')]"
USB 3.0 HardDisk ADATA 1 TB Portable Hard Drive,"[(0, 7, 'Connectivity'), (8, 16, 'Category'), (17, 22, 'Brand'), (23, 27, 'Capacity'), (28, 47, 'Type')]"
1 TB HardDisk WESTERN USB 3.0 Portable Hard Drive,"[(0, 4, 'Capacity'), (5, 13, 'Category'), (14, 21, 'Brand'), (22, 29, 'Connectivity'), (30, 49, 'Type')]"
